datum_zajema,mesto,smer vetra [°],pm10 [µg/m³],padavine [mm],temperatura [°C],veter [m/s]
2023-01-09 03:00:00,celje,215.0,3.9,0.0,11.0,2.7
2023-01-09 03:30:00,celje,235.0,4.0,0.1,10.9,2.2
2023-01-09 04:00:00,celje,229.0,3.8,0.3,10.0,1.2
2023-01-09 04:30:00,celje,271.0,3.8,0.6,8.7,0.9
2023-01-09 05:00:00,celje,309.0,4.4,0.5,8.3,0.6
2023-01-09 05:30:00,celje,122.0,6.1,0.5,7.9,1.2
2023-01-09 06:00:00,celje,110.0,12.0,0.4,7.8,0.6
2023-01-09 06:30:00,celje,92.0,17.5,0.3,7.6,0.9
2023-01-09 07:00:00,celje,109.0,13.0,0.1,7.3,0.7
2023-01-09 07:30:00,celje,129.0,16.1,0.0,7.3,1.1
2023-01-09 08:00:00,celje,111.0,14.7,0.0,7.3,0.9
2023-01-09 08:30:00,celje,268.0,12.1,0.4,7.1,0.6
2023-01-09 09:00:00,celje,211.0,22.1,0.1,7.0,0.9
2023-01-09 09:30:00,celje,247.0,23.3,0.2,7.3,0.5
2023-01-09 10:00:00,celje,5.0,20.3,0.1,7.6,0.8
2023-01-09 10:30:00,celje,305.0,26.0,0.2,7.8,1.1
2023-01-09 11:00:00,celje,264.0,24.7,0.2,7.8,1.7
2023-01-09 11:30:00,celje,267.0,16.8,1.0,7.8,1.1
2023-01-09 12:00:00,celje,256.0,13.3,0.9,7.8,1.8
2023-01-09 12:30:00,celje,251.0,14.6,0.3,7.8,2.0
2023-01-09 13:00:00,celje,248.0,10.8,0.2,7.9,1.6
2023-01-09 13:30:00,celje,232.0,9.9,0.0,7.9,1.4
2023-01-09 14:00:00,celje,253.0,9.9,0.1,7.9,1.8
2023-01-09 14:30:00,celje,237.0,6.1,1.1,8.1,2.5
2023-01-09 15:00:00,celje,257.0,4.6,2.4,7.6,4.1
2023-01-09 15:30:00,celje,251.0,4.5,2.4,7.0,4.2
2023-01-09 16:00:00,celje,250.0,4.5,1.8,6.6,2.9
2023-01-09 16:30:00,celje,257.0,4.6,2.2,6.3,3.1
2023-01-09 17:00:00,celje,239.0,4.1,2.7,6.2,2.3
2023-01-09 17:30:00,celje,183.0,4.7,2.9,6.0,1.1
2023-01-09 18:00:00,celje,249.0,2.8,2.4,5.7,1.3
2023-01-09 18:30:00,celje,309.0,5.3,2.5,5.3,2.2
2023-01-09 19:00:00,celje,255.0,7.1,1.8,4.9,2.0
2023-01-09 19:30:00,celje,234.0,4.5,1.5,4.7,2.5
2023-01-09 20:00:00,celje,235.0,2.9,0.6,4.7,2.9
2023-01-09 20:30:00,celje,248.0,2.9,0.1,4.9,3.4
2023-01-09 21:00:00,celje,246.0,2.9,0.2,4.8,3.0
2023-01-09 21:30:00,celje,230.0,2.7,0.1,4.6,1.6
2023-01-09 22:00:00,celje,204.0,3.5,0.0,4.4,0.8
2023-01-09 22:30:00,celje,156.0,5.2,0.0,4.2,0.8
2023-01-09 23:00:00,celje,126.0,7.7,0.0,4.2,0.9
2023-01-09 23:30:00,celje,97.0,10.8,0.0,4.3,1.5
2023-01-10 00:00:00,celje,97.0,5.4,0.0,4.4,2.1
2023-01-10 00:30:00,celje,83.0,7.3,0.0,4.5,2.0
2023-01-10 01:00:00,celje,55.0,7.3,0.0,4.4,1.4
2023-01-10 01:30:00,celje,114.0,10.6,0.0,4.2,0.7
2023-01-10 02:00:00,celje,12.0,8.2,0.0,4.0,0.5
2023-01-10 02:30:00,celje,223.0,15.6,0.0,3.9,0.5
2023-01-10 03:00:00,celje,244.0,8.7,0.0,3.7,0.9
2023-01-10 03:30:00,celje,262.0,7.9,0.0,3.5,1.4
2023-01-10 04:00:00,celje,256.0,6.8,0.0,3.4,1.4
2023-01-10 04:30:00,celje,261.0,8.3,0.0,3.7,1.7
2023-01-10 05:00:00,celje,340.0,11.6,0.0,3.6,1.0
2023-01-10 05:30:00,celje,133.0,12.3,0.0,3.5,0.8
2023-01-10 06:00:00,celje,39.0,14.8,0.0,3.2,0.7
2023-01-10 06:30:00,celje,147.0,13.6,0.0,3.0,0.6
2023-01-10 07:00:00,celje,278.0,19.5,0.0,2.8,0.6
2023-01-10 07:30:00,celje,266.0,19.1,0.0,2.8,0.7
2023-01-10 08:00:00,celje,267.0,65.2,0.0,2.7,0.5
2023-01-10 08:30:00,celje,236.0,44.5,0.0,2.8,0.5
2023-01-10 09:00:00,celje,246.0,26.0,0.0,2.8,0.9
2023-01-10 09:30:00,celje,254.0,19.6,0.0,3.4,0.9
2023-01-10 10:00:00,celje,248.0,26.6,0.0,4.2,1.3
2023-01-10 10:30:00,celje,277.0,11.4,0.0,6.7,2.0
2023-01-10 11:00:00,celje,322.0,5.9,0.0,8.3,3.5
2023-01-10 11:30:00,celje,322.0,6.6,0.0,8.8,4.1
2023-01-10 12:00:00,celje,319.0,11.3,0.0,9.0,3.4
2023-01-10 12:30:00,celje,306.0,12.0,0.0,9.2,3.5
2023-01-10 13:00:00,celje,308.0,16.1,0.0,9.5,3.2
2023-01-10 13:30:00,celje,325.0,11.7,0.0,10.4,4.0
2023-01-10 14:00:00,celje,333.0,22.8,0.0,10.3,3.9
2023-01-10 14:30:00,celje,335.0,9.9,0.0,11.0,3.7
2023-01-10 15:00:00,celje,337.0,13.1,0.0,11.3,3.9
2023-01-10 15:30:00,celje,338.0,15.5,0.0,11.1,4.3
2023-01-10 16:00:00,celje,332.0,16.4,0.0,10.3,2.7
2023-01-10 16:30:00,celje,324.0,21.5,0.0,9.2,3.4
2023-01-10 17:00:00,celje,312.0,6.4,0.0,8.4,4.1
2023-01-10 17:30:00,celje,313.0,11.6,0.0,8.7,5.2
2023-01-10 18:00:00,celje,320.0,11.6,0.0,8.0,3.6
2023-01-10 18:30:00,celje,311.0,5.2,0.0,6.9,2.0
2023-01-10 19:00:00,celje,318.0,5.8,0.0,6.5,2.0
2023-01-10 19:30:00,celje,314.0,24.4,0.0,5.8,2.6
2023-01-10 20:00:00,celje,320.0,7.7,0.0,6.0,3.7
2023-01-10 20:30:00,celje,318.0,9.1,0.0,6.5,3.2
2023-01-10 21:00:00,celje,148.0,5.8,0.0,4.9,1.2
2023-01-10 21:30:00,celje,125.0,12.4,0.0,4.4,1.0
2023-01-10 22:00:00,celje,167.0,6.3,0.0,3.6,0.9
2023-01-10 22:30:00,celje,182.0,11.3,0.0,2.9,1.4
2023-01-10 23:00:00,celje,330.0,10.0,0.0,4.9,3.0
2023-01-10 23:30:00,celje,335.0,6.4,0.0,5.2,3.5
2023-01-11 00:00:00,celje,289.0,4.3,0.0,3.6,1.6
2023-01-11 00:30:00,celje,247.0,5.4,0.0,0.9,1.6
2023-01-11 01:00:00,celje,258.0,11.1,0.0,-0.4,3.0
2023-01-11 01:30:00,celje,265.0,14.3,0.0,-0.6,2.5
2023-01-11 02:00:00,celje,269.0,16.7,0.0,-1.3,1.3
2023-01-11 02:30:00,celje,254.0,15.6,0.0,-2.0,1.6
2023-01-11 03:00:00,celje,250.0,10.1,0.0,-2.0,2.7
2023-01-11 03:30:00,celje,255.0,10.4,0.0,-2.0,1.3
2023-01-11 04:00:00,celje,238.0,9.1,0.0,-2.3,1.0
2023-01-11 04:30:00,celje,220.0,9.3,0.0,-2.5,1.0
2023-01-11 05:00:00,celje,104.0,8.3,0.0,-2.5,0.8
2023-01-11 05:30:00,celje,132.0,17.1,0.0,-2.6,0.9
2023-01-11 06:00:00,celje,136.0,32.9,0.0,-3.0,0.4
2023-01-11 06:30:00,celje,121.0,34.7,0.0,-3.1,0.6
2023-01-11 07:00:00,celje,64.0,50.3,0.0,-3.3,0.6
2023-01-11 07:30:00,celje,131.0,49.6,0.0,-3.5,1.0
2023-01-11 08:00:00,celje,67.0,55.4,0.0,-3.5,0.9
2023-01-11 08:30:00,celje,100.0,53.1,0.0,-3.7,0.6
2023-01-11 09:00:00,celje,123.0,44.5,0.0,-2.9,0.5
2023-01-11 09:30:00,celje,213.0,48.5,0.0,-1.0,0.4
2023-01-11 10:00:00,celje,91.0,47.8,0.0,-0.4,1.0
2023-01-11 10:30:00,celje,12.0,32.8,0.0,0.4,0.8
2023-01-11 11:00:00,celje,301.0,30.9,0.0,0.8,1.0
2023-01-11 11:30:00,celje,180.0,26.6,0.0,1.5,0.5
2023-01-11 12:00:00,celje,254.0,32.0,0.0,3.6,1.7
2023-01-11 12:30:00,celje,259.0,17.1,0.0,5.3,2.2
2023-01-11 13:00:00,celje,244.0,16.6,0.0,6.1,2.6
2023-01-11 13:30:00,celje,234.0,8.7,0.0,6.7,2.3
2023-01-11 14:00:00,celje,238.0,6.0,0.0,6.8,1.9
2023-01-11 14:30:00,celje,287.0,19.1,0.0,6.5,1.4
2023-01-11 15:00:00,celje,311.0,31.2,0.0,6.4,1.1
2023-01-11 15:30:00,celje,348.0,25.1,0.0,6.4,0.7
2023-01-11 16:00:00,celje,115.0,27.7,0.0,5.5,0.7
2023-01-11 16:30:00,celje,212.0,35.9,0.0,4.1,0.9
2023-01-11 17:00:00,celje,197.0,32.7,0.0,2.5,0.8
2023-01-11 17:30:00,celje,259.0,55.5,0.0,2.5,0.5
2023-01-11 18:00:00,celje,229.0,60.7,0.0,2.2,0.8
2023-01-11 18:30:00,celje,201.0,58.8,0.0,1.9,0.7
2023-01-11 19:00:00,celje,255.0,68.1,0.0,1.6,0.5
2023-01-11 19:30:00,celje,237.0,118.3,0.0,1.4,0.6
2023-01-11 20:00:00,celje,216.0,76.4,0.0,1.1,1.1
2023-01-11 20:30:00,celje,203.0,88.0,0.0,0.8,0.7
2023-01-11 21:00:00,celje,282.0,88.9,0.0,0.7,1.1
2023-01-11 21:30:00,celje,270.0,60.8,0.0,0.7,1.1
2023-01-11 22:00:00,celje,249.0,61.6,0.0,0.4,1.6
2023-01-11 22:30:00,celje,302.0,52.2,0.0,0.4,1.6
2023-01-11 23:00:00,celje,251.0,46.5,0.0,0.6,1.5
2023-01-11 23:30:00,celje,30.0,47.6,0.0,0.9,0.8
2023-01-12 00:00:00,celje,219.0,37.5,0.0,1.2,0.5
2023-01-12 00:30:00,celje,99.0,36.8,0.0,1.5,0.8
2023-01-12 01:00:00,celje,104.0,30.3,0.1,1.7,0.9
2023-01-12 01:30:00,celje,140.0,31.1,0.1,1.8,0.7
2023-01-12 02:00:00,celje,272.0,28.6,0.6,1.9,1.1
2023-01-12 02:30:00,celje,215.0,25.5,0.1,2.0,1.5
2023-01-12 03:00:00,celje,243.0,13.2,0.0,2.7,2.4
2023-01-12 03:30:00,celje,261.0,15.7,0.0,2.3,1.6
2023-01-12 04:00:00,celje,156.0,17.5,0.0,2.0,0.9
2023-01-12 04:30:00,celje,102.0,19.3,0.0,2.0,0.7
2023-01-12 05:00:00,celje,17.0,14.0,0.0,1.9,1.1
2023-01-12 05:30:00,celje,271.0,16.9,0.0,1.8,0.8
2023-01-12 06:00:00,celje,125.0,11.4,0.0,1.9,0.9
2023-01-12 06:30:00,celje,90.0,11.4,0.0,1.9,0.8
2023-01-12 07:00:00,celje,129.0,13.7,0.0,1.8,1.0
2023-01-12 07:30:00,celje,122.0,15.6,0.0,1.7,0.5
2023-01-12 08:00:00,celje,87.0,22.7,0.0,1.4,1.1
2023-01-12 08:30:00,celje,107.0,25.5,0.0,1.4,1.1
2023-01-12 09:00:00,celje,107.0,42.7,0.0,1.5,0.7
2023-01-12 09:30:00,celje,78.0,42.2,0.0,2.6,0.9
2023-01-12 10:00:00,celje,70.0,38.7,0.0,3.4,1.7
2023-01-12 10:30:00,celje,77.0,65.9,0.0,4.6,1.3
2023-01-12 11:00:00,celje,103.0,41.4,0.0,4.9,1.4
2023-01-12 11:30:00,celje,117.0,54.0,0.0,6.0,1.1
2023-01-12 12:00:00,celje,131.0,42.2,0.0,6.3,0.8
2023-01-12 12:30:00,celje,152.0,34.8,0.0,6.8,0.5
2023-01-12 13:00:00,celje,40.0,32.5,0.0,7.8,0.9
2023-01-12 13:30:00,celje,332.0,29.6,0.0,8.1,0.8
2023-01-12 14:00:00,celje,271.0,26.7,0.0,8.2,0.7
2023-01-12 14:30:00,celje,253.0,23.7,0.0,8.2,0.5
2023-01-12 15:00:00,celje,227.0,32.9,0.0,8.9,0.3
2023-01-12 15:30:00,celje,99.0,35.6,0.0,9.7,0.9
2023-01-12 16:00:00,celje,111.0,44.0,0.0,8.8,1.1
2023-01-12 16:30:00,celje,168.0,41.6,0.0,6.4,0.6
2023-01-12 17:00:00,celje,22.0,45.5,0.0,4.8,1.0
2023-01-12 17:30:00,celje,188.0,58.5,0.0,3.5,0.6
2023-01-12 18:00:00,celje,237.0,60.4,0.0,2.6,1.1
2023-01-12 18:30:00,celje,70.0,60.2,0.0,2.6,0.6
2023-01-12 19:00:00,celje,226.0,54.1,0.0,2.0,0.4
2023-01-12 19:30:00,celje,237.0,57.8,0.0,1.8,0.9
2023-01-12 20:00:00,celje,230.0,60.3,0.0,1.5,0.6
2023-01-12 20:30:00,celje,66.0,77.2,0.0,1.3,0.6
2023-01-12 21:00:00,celje,81.0,73.9,0.0,1.1,0.6
2023-01-12 21:30:00,celje,235.0,76.6,0.0,0.9,0.4
2023-01-12 22:00:00,celje,86.0,80.4,0.0,0.8,0.9
2023-01-12 22:30:00,celje,313.0,76.6,0.0,0.1,0.9
2023-01-12 23:00:00,celje,265.0,75.6,0.0,-0.3,0.6
2023-01-12 23:30:00,celje,217.0,87.3,0.0,-0.5,0.6
2023-01-13 00:00:00,celje,242.0,65.1,0.0,-0.8,1.0
2023-01-13 00:30:00,celje,243.0,54.4,0.0,-1.0,0.9
2023-01-13 01:00:00,celje,65.0,49.6,0.0,-0.9,0.7
2023-01-13 01:30:00,celje,230.0,51.0,0.0,-0.9,0.7
2023-01-13 02:00:00,celje,48.0,54.6,0.0,-0.8,0.5
2023-01-13 02:30:00,celje,117.0,53.3,0.0,-1.0,0.6
2023-01-13 03:00:00,celje,100.0,57.4,0.0,-1.1,0.9
2023-01-13 03:30:00,celje,65.0,64.4,0.0,-1.6,0.8
2023-01-13 04:00:00,celje,81.0,66.9,0.0,-1.3,0.8
2023-01-13 04:30:00,celje,66.0,70.5,0.0,-1.0,0.8
2023-01-13 05:00:00,celje,348.0,62.6,0.0,-1.0,0.4
2023-01-13 05:30:00,celje,42.0,67.8,0.0,-0.9,1.0
2023-01-13 06:00:00,celje,109.0,62.9,0.0,-0.8,0.5
2023-01-13 06:30:00,celje,224.0,53.1,0.0,-0.9,0.4
2023-01-13 07:00:00,celje,70.0,65.8,0.0,-0.9,0.5
2023-01-13 07:30:00,celje,35.0,71.5,0.0,-0.7,0.5
2023-01-13 08:00:00,celje,215.0,72.9,0.0,-0.8,0.6
2023-01-13 08:30:00,celje,268.0,61.5,0.0,-1.2,1.3
2023-01-13 09:00:00,celje,284.0,63.4,0.0,-0.6,0.9
2023-01-13 09:30:00,celje,286.0,55.6,0.0,-0.1,0.7
2023-01-13 10:00:00,celje,292.0,52.5,0.0,0.7,1.1
2023-01-13 10:30:00,celje,112.0,57.1,0.0,2.0,0.5
2023-01-13 11:00:00,celje,95.0,62.0,0.0,4.2,1.0
2023-01-13 11:30:00,celje,75.0,83.6,0.0,5.1,1.2
2023-01-13 12:00:00,celje,96.0,83.1,0.0,5.8,0.7
2023-01-13 12:30:00,celje,80.0,69.1,0.0,6.2,0.6
2023-01-13 13:00:00,celje,17.0,68.4,0.0,6.5,0.5
2023-01-13 13:30:00,celje,200.0,65.7,0.0,7.0,0.7
2023-01-13 14:00:00,celje,328.0,64.4,0.0,7.8,0.8
2023-01-13 14:30:00,celje,258.0,56.1,0.0,8.6,1.8
2023-01-13 15:00:00,celje,233.0,9.2,0.0,10.0,4.2
2023-01-13 15:30:00,celje,245.0,4.9,0.0,10.1,3.2
2023-01-13 16:00:00,celje,254.0,21.8,0.0,9.5,3.1
2023-01-13 16:30:00,celje,246.0,8.3,0.0,9.9,4.2
2023-01-13 17:00:00,celje,235.0,8.2,0.0,9.8,3.4
2023-01-13 17:30:00,celje,262.0,38.7,0.0,9.0,1.7
2023-01-13 18:00:00,celje,229.0,31.0,0.0,7.1,0.8
2023-01-13 18:30:00,celje,203.0,23.0,0.0,6.5,0.9
2023-01-13 19:00:00,celje,82.0,31.3,0.0,6.1,1.1
2023-01-13 19:30:00,celje,232.0,54.8,0.0,5.6,1.3
2023-01-13 20:00:00,celje,230.0,19.4,0.0,4.9,1.2
2023-01-13 20:30:00,celje,249.0,52.4,0.0,4.0,1.5
2023-01-13 21:00:00,celje,245.0,29.5,0.0,3.4,1.9
2023-01-13 21:30:00,celje,259.0,20.7,0.0,4.0,2.3
2023-01-13 22:00:00,celje,248.0,20.4,0.0,4.5,2.2
2023-01-13 22:30:00,celje,239.0,13.0,0.0,5.7,3.3
2023-01-13 23:00:00,celje,249.0,21.5,0.0,6.8,3.4
2023-01-13 23:30:00,celje,22.0,38.0,0.0,6.1,1.1
2023-01-14 00:00:00,celje,110.0,38.8,0.0,5.5,1.1
2023-01-14 00:30:00,celje,327.0,44.8,0.0,5.0,1.6
2023-01-14 01:00:00,celje,220.0,29.9,0.0,5.1,1.3
2023-01-14 01:30:00,celje,260.0,22.5,0.0,4.8,1.7
2023-01-14 02:00:00,celje,90.0,17.3,0.3,4.9,1.8
2023-01-14 02:30:00,celje,261.0,19.9,0.0,4.5,1.5
2023-01-14 03:00:00,celje,188.0,15.3,0.0,4.4,1.0
2023-01-14 03:30:00,celje,269.0,16.9,0.0,3.7,0.9
2023-01-14 04:00:00,celje,248.0,15.1,0.0,3.7,1.9
2023-01-14 04:30:00,celje,290.0,15.9,0.0,3.8,1.0
2023-01-14 05:00:00,celje,284.0,15.2,0.0,3.5,0.7
2023-01-14 05:30:00,celje,49.0,15.5,0.0,3.6,0.6
2023-01-14 06:00:00,celje,99.0,17.2,0.0,3.5,0.6
2023-01-14 06:30:00,celje,238.0,15.2,0.1,4.2,2.1
2023-01-14 07:00:00,celje,244.0,14.1,0.0,4.7,2.1
2023-01-14 07:30:00,celje,231.0,15.3,0.0,2.8,1.9
2023-01-14 08:00:00,celje,251.0,18.5,0.0,1.3,1.8
2023-01-14 08:30:00,celje,338.0,34.4,0.0,1.8,0.5
2023-01-14 09:00:00,celje,223.0,70.7,0.0,1.9,1.0
2023-01-14 09:30:00,celje,236.0,26.3,0.0,3.4,0.9
2023-01-14 10:00:00,celje,251.0,13.0,0.0,4.7,0.8
2023-01-14 10:30:00,celje,285.0,15.5,0.0,5.6,1.1
2023-01-14 11:00:00,celje,291.0,13.9,0.0,6.8,0.8
2023-01-14 11:30:00,celje,266.0,16.7,0.0,7.3,1.3
2023-01-14 12:00:00,celje,282.0,13.1,0.0,8.1,1.5
2023-01-14 12:30:00,celje,282.0,10.1,0.0,8.9,0.9
2023-01-14 13:00:00,celje,281.0,8.1,0.0,9.5,0.9
2023-01-14 13:30:00,celje,276.0,12.0,0.0,10.2,0.7
2023-01-14 14:00:00,celje,293.0,13.8,0.0,10.3,1.2
2023-01-14 14:30:00,celje,271.0,9.1,0.0,10.7,1.3
2023-01-14 15:00:00,celje,230.0,9.7,0.0,11.6,1.4
2023-01-14 15:30:00,celje,203.0,5.4,0.0,11.4,1.8
2023-01-14 16:00:00,celje,193.0,5.9,0.0,9.6,1.6
2023-01-14 16:30:00,celje,178.0,7.1,0.0,7.0,1.3
2023-01-14 17:00:00,celje,184.0,9.5,0.0,5.5,1.0
2023-01-14 17:30:00,celje,299.0,11.1,0.0,4.3,0.6
2023-01-14 18:00:00,celje,247.0,10.0,0.0,3.2,0.6
2023-01-14 18:30:00,celje,256.0,21.4,0.0,2.8,0.9
2023-01-14 19:00:00,celje,267.0,60.9,0.0,2.1,0.8
2023-01-14 19:30:00,celje,165.0,64.5,0.0,2.1,0.5
2023-01-14 20:00:00,celje,232.0,71.5,0.0,1.9,0.7
2023-01-14 20:30:00,celje,359.0,83.3,0.0,1.7,0.6
2023-01-14 21:00:00,celje,46.0,71.7,0.0,0.9,0.5
2023-01-14 21:30:00,celje,311.0,66.1,0.0,0.2,0.3
2023-01-14 22:00:00,celje,307.0,78.8,0.0,0.2,0.7
2023-01-14 22:30:00,celje,135.0,80.0,0.0,-0.3,0.6
2023-01-14 23:00:00,celje,103.0,54.8,0.0,-0.1,0.8
2023-01-14 23:30:00,celje,96.0,53.3,0.0,-0.2,0.7
2023-01-15 00:00:00,celje,30.0,50.7,0.0,0.1,0.9
2023-01-15 00:30:00,celje,62.0,51.9,0.0,0.3,0.6
2023-01-15 01:00:00,celje,269.0,54.3,0.0,0.3,0.7
2023-01-15 01:30:00,celje,359.0,44.1,0.0,0.3,1.0
2023-01-15 02:00:00,celje,92.0,50.5,0.0,0.2,0.8
2023-01-15 02:30:00,celje,100.0,35.5,0.0,0.4,0.9
2023-01-15 03:00:00,celje,200.0,13.8,0.0,0.8,1.3
2023-01-15 03:30:00,celje,222.0,4.5,0.0,6.0,3.0
2023-01-15 04:00:00,celje,217.0,2.8,0.0,7.4,4.4
2023-01-15 04:30:00,celje,213.0,2.7,0.0,7.6,4.5
2023-01-15 05:00:00,celje,218.0,2.9,0.0,7.6,3.8
2023-01-15 05:30:00,celje,227.0,2.8,0.0,7.6,4.8
2023-01-15 06:00:00,celje,230.0,3.0,0.0,7.7,4.6
2023-01-15 06:30:00,celje,226.0,2.5,0.0,7.6,3.9
2023-01-15 07:00:00,celje,225.0,2.9,0.0,7.4,3.0
2023-01-15 07:30:00,celje,229.0,3.2,0.0,7.5,3.9
2023-01-15 08:00:00,celje,243.0,3.5,0.0,7.6,3.5
2023-01-15 08:30:00,celje,240.0,4.0,0.0,8.3,3.9
2023-01-15 09:00:00,celje,260.0,4.7,0.0,8.5,3.2
2023-01-15 09:30:00,celje,267.0,6.1,0.0,8.8,4.0
2023-01-15 10:00:00,celje,254.0,7.1,0.0,9.5,4.6
2023-01-15 10:30:00,celje,250.0,7.6,0.0,9.6,3.9
2023-01-15 11:00:00,celje,238.0,7.7,0.0,10.0,4.0
2023-01-15 11:30:00,celje,249.0,7.5,0.0,10.3,4.9
2023-01-15 12:00:00,celje,262.0,9.1,0.0,9.9,5.3
2023-01-15 12:30:00,celje,263.0,10.6,0.0,10.0,4.9
2023-01-15 13:00:00,celje,259.0,12.3,0.0,10.0,5.5
2023-01-15 13:30:00,celje,263.0,11.7,0.0,10.0,6.0
2023-01-15 14:00:00,celje,255.0,11.0,0.0,9.8,5.1
2023-01-15 14:30:00,celje,255.0,12.1,0.0,10.0,5.5
2023-01-15 15:00:00,celje,254.0,11.0,0.0,10.0,4.8
2023-01-15 15:30:00,celje,259.0,11.0,0.0,10.0,4.1
2023-01-15 16:00:00,celje,260.0,9.8,0.0,10.0,4.7
2023-01-15 16:30:00,celje,252.0,7.1,0.0,10.0,5.5
2023-01-15 17:00:00,celje,248.0,6.6,0.0,10.0,4.6
2023-01-15 17:30:00,celje,258.0,6.9,0.0,10.0,4.4
2023-01-15 18:00:00,celje,256.0,7.2,0.0,9.5,4.2
2023-01-15 18:30:00,celje,250.0,6.4,0.0,8.5,2.8
2023-01-15 19:00:00,celje,221.0,6.2,0.0,8.2,1.8
2023-01-15 19:30:00,celje,223.0,5.5,0.0,7.7,1.2
2023-01-15 20:00:00,celje,79.0,9.3,0.0,7.5,0.6
2023-01-15 20:30:00,celje,87.0,9.7,0.0,7.4,0.8
2023-01-15 21:00:00,celje,39.0,32.5,0.0,7.3,1.3
2023-01-15 21:30:00,celje,140.0,31.3,0.3,7.1,0.5
2023-01-15 22:00:00,celje,82.0,33.0,0.4,7.1,1.6
2023-01-15 22:30:00,celje,77.0,26.1,1.5,7.3,1.0
2023-01-15 23:00:00,celje,49.0,24.7,2.1,7.1,1.3
2023-01-15 23:30:00,celje,81.0,10.9,2.1,7.3,3.0
2023-01-16 00:00:00,celje,108.0,7.1,2.6,6.8,1.6
2023-01-16 00:30:00,celje,114.0,5.6,3.0,6.3,0.9
2023-01-16 01:00:00,celje,61.0,3.4,3.2,6.0,1.3
2023-01-16 01:30:00,celje,36.0,0.9,2.6,5.2,2.2
2023-01-16 02:00:00,celje,268.0,1.3,1.8,3.6,2.8
2023-01-16 02:30:00,celje,229.0,1.4,2.5,2.7,2.0
2023-01-16 03:00:00,celje,229.0,0.7,2.3,1.1,1.7
2023-01-16 03:30:00,celje,239.0,0.7,1.6,0.2,1.5
2023-01-16 04:00:00,celje,244.0,0.6,1.6,0.1,1.1
2023-01-16 04:30:00,celje,244.0,1.2,1.7,0.1,0.3
2023-01-16 05:00:00,celje,250.0,1.3,2.3,0.0,0.8
2023-01-16 05:30:00,celje,261.0,1.4,3.3,0.0,1.3
2023-01-16 06:00:00,celje,152.0,0.6,3.9,0.0,0.9
2023-01-16 06:30:00,celje,208.0,1.7,3.0,0.0,0.8
2023-01-16 07:00:00,celje,268.0,2.0,2.8,0.0,1.3
2023-01-16 07:30:00,celje,240.0,1.7,2.3,0.0,0.9
2023-01-16 08:00:00,celje,109.0,2.7,1.1,0.0,0.7
2023-01-16 08:30:00,celje,61.0,4.8,0.4,0.2,0.5
2023-01-16 09:00:00,celje,57.0,9.5,0.1,0.2,0.6
2023-01-16 09:30:00,celje,261.0,10.7,0.0,0.2,1.3
2023-01-16 10:00:00,celje,272.0,15.0,0.3,0.2,1.3
2023-01-16 10:30:00,celje,278.0,13.6,0.6,0.2,1.0
2023-01-16 11:00:00,celje,264.0,13.1,0.3,0.4,0.8
2023-01-16 11:30:00,celje,249.0,15.3,0.0,0.7,0.4
2023-01-16 12:00:00,celje,274.0,16.5,0.0,0.6,1.1
2023-01-16 12:30:00,celje,267.0,19.6,0.0,0.6,1.3
2023-01-16 13:00:00,celje,266.0,21.5,0.1,0.5,1.5
2023-01-16 13:30:00,celje,249.0,26.4,0.0,0.6,1.4
2023-01-16 14:00:00,celje,255.0,23.7,0.1,0.8,1.2
2023-01-16 14:30:00,celje,276.0,26.2,0.0,1.2,0.9
2023-01-16 15:00:00,celje,219.0,21.4,0.0,1.4,0.9
2023-01-16 15:30:00,celje,341.0,20.5,0.0,1.3,0.7
2023-01-16 16:00:00,celje,129.0,29.8,0.0,1.0,0.5
2023-01-16 16:30:00,celje,128.0,30.1,0.0,0.9,0.6
2023-01-16 17:00:00,celje,112.0,36.7,0.0,0.8,0.9
2023-01-16 17:30:00,celje,77.0,44.7,0.0,0.8,2.2
2023-01-16 18:00:00,celje,71.0,46.8,0.0,0.9,2.4
2023-01-16 18:30:00,celje,64.0,50.2,0.0,0.9,1.5
2023-01-16 19:00:00,celje,68.0,39.4,0.0,0.7,2.7
2023-01-16 19:30:00,celje,66.0,38.7,0.0,0.5,2.3
2023-01-16 20:00:00,celje,109.0,35.5,0.0,0.5,0.8
2023-01-16 20:30:00,celje,93.0,36.7,0.0,0.6,1.5
2023-01-16 21:00:00,celje,73.0,38.6,0.0,0.6,2.6
2023-01-16 21:30:00,celje,88.0,32.5,0.0,0.7,2.4
2023-01-16 22:00:00,celje,79.0,33.2,0.3,0.6,1.4
2023-01-16 22:30:00,celje,65.0,36.4,1.1,0.6,1.5
2023-01-16 23:00:00,celje,81.0,28.6,3.2,0.2,1.3
2023-01-16 23:30:00,celje,337.0,20.3,3.4,0.1,0.7
2023-01-17 00:00:00,celje,34.0,21.4,2.4,0.0,0.7
2023-01-17 00:30:00,celje,258.0,19.6,0.5,0.0,1.3
2023-01-17 01:00:00,celje,274.0,18.1,0.3,0.0,1.3
2023-01-17 01:30:00,celje,278.0,16.7,0.0,0.0,1.2
2023-01-17 02:00:00,celje,272.0,20.8,0.0,-0.1,0.9
2023-01-17 02:30:00,celje,243.0,19.5,0.0,-0.2,1.2
2023-01-17 03:00:00,celje,266.0,21.3,0.0,-0.1,1.5
2023-01-17 03:30:00,celje,253.0,16.2,0.0,0.0,1.3
